d4,Nf6,Bf4,g6,Nc3,d5,e3,Bg7,h4,h5,8
e4,e5,Nf3,Nc6,Bc4,Bc5,d3,Nf6,Bg5,h6,8
d4,Nf6,c4,e6,Nf3,d5,Nc3,dxc4,e3,a6,8
d4,Nf6,Nc3,d5,Bf4,e6,Nb5,Na6,e3,Be7,8
e4,c5,Nf3,Nc6,d4,cxd4,Nxd4,e5,Nb5,a6,8
Nf3,Nf6,g3,g6,Bg2,Bg7,O-O,O-O,d3,d6,7
d4,Nf6,c4,e6,g3,d5,Bg2,Bb4+,Bd2,Be7,7
e4,e6,d4,d5,Nd2,c5,exd5,exd5,Ngf3,Nc6,7
e4,e5,Nf3,Nf6,Nc3,Nc6,d4,exd4,Nxd4,Bb4,7
d4,Nf6,c4,g6,g3,Bg7,Bg2,d5,cxd5,Nxd5,7
e4,e6,d4,d5,Nd2,dxe4,Nxe4,Nd7,Nf3,Ngf6,7
e4,c5,Nf3,e6,d4,cxd4,Nxd4,Nc6,Nc3,d6,7
e4,c5,d4,cxd4,c3,Nf6,e5,Nd5,Nf3,Nc6,7
d4,Nf6,Nf3,e6,e3,b6,Bd3,Bb7,O-O,c5,7
e4,c5,Nf3,g6,c3,Bg7,d4,cxd4,cxd4,d5,7
e4,c5,Nf3,Nc6,Bb5,e6,Bxc6,bxc6,d3,Ne7,7
e4,e5,Nf3,Nc6,Bc4,Bc5,b4,Bxb4,c3,Be7,7
e4,e5,Nf3,Nc6,g3,Nf6,d3,d5,exd5,Nxd5,7
d4,Nf6,Nf3,g6,Bg5,Bg7,Nbd2,d5,e3,O-O,7
d4,Nf6,c4,e6,Nf3,d5,g3,Bb4+,Bd2,Bd6,7
d4,d5,Bf4,Nf6,e3,e6,Nf3,Bd6,Bg3,O-O,7
e4,e5,Nf3,Nc6,d4,exd4,Nxd4,Nf6,Nc3,Bb4,7
e4,d5,exd5,Qxd5,Nc3,Qa5,d4,Nf6,Nf3,Bf5,7
e4,c5,Nf3,d6,c3,Nf6,Be2,g6,O-O,Bg7,7
e4,e5,Nf3,Nc6,Bc4,Nf6,d3,d5,exd5,Nxd5,7
d4,Nf6,c4,e5,dxe5,Ng4,Bf4,Nc6,Nf3,Bb4+,7
e4,e5,Nf3,Nc6,Bc4,Nf6,d3,Bc5,Nc3,h6,7
e4,c5,c3,d5,exd5,Qxd5,d4,g6,Nf3,Bg7,7
e4,e6,d4,d5,Nc3,Bb4,e5,c5,Bd2,Ne7,7
